891705599481851908	20170728	1501481401
891713308620980225	20170728	1501481401
891758930036174849	20170728	1501481401
891769881397522432	20170728	1501481401
891804635400425472	20170728	1501481401
891811438561562624	20170728	1501481401
891811484698804225	20170728	1501481401
891811857958350849	20170728	1501481401
891817432217767936	20170728	1501481401
891826693224054784	20170728	1501481401
891828396124102656	20170728	1501481401
891832032568934400	20170728	1501481401
891834104584568833	20170728	1501481401
891845290789097472	20170728	1501481401
891863376627982336	20170728	1501481401
891878543235227648	20170728	1501481401
891878677436387328	20170728	1501481401
891878710999212032	20170728	1501481401
891879625328078849	20170728	1501481401
891885434451656706	20170728	1501481401
891886164269043712	20170728	1501481401
891895219754590209	20170728	1501481401
891929441093529601	20170728	1501481401
891931299153235968	20170728	1501481401
891933413099417600	20170728	1501481401
891936319743635456	20170728	1501481401
891941629740896256	20170728	1501481401
891955420624965633	20170728	1501481401
891956787963805696	20170728	1501481401
891957157050040320	20170728	1501481401
891967013685350401	20170728	1501481401
891976320829317120	20170728	1501481401
891983480506077184	20170728	1501481401
891987569948237825	20170728	1501481401
891993710421999616	20170728	1501481401
892002749147164672	20170728	1501481401
892003772557385731	20170728	1501481401
892004204570710016	20170728	1501481401
892005320230395904	20170728	1501481401
892016762299887616	20170728	1501481401
892033963140591616	20170728	1501481401
892045975656779776	20170728	1501481401
892053407942533121	20170728	1501481401
892054045489340416	20170728	1501481401
892060697651286016	20170728	1501481401
892062463461658625	20170728	1501481401
892070403279028225	20170728	1501481401
892086249351073792	20170728	1501481401
892095200004276224	20170728	1501481401
892106671421607936	20170728	1501481401
892110135887360001	20170728	1501481401
892131669452480514	20170728	1501481401
892141140190912512	20170728	1501481401
892181581691056130	20170728	1501481401
892185985706065920	20170728	1501481401
892197255809306624	20170728	1501481401
892199172589453313	20170728	1501481401
892360082888904704	20170728	1501481401
892392626477039616	20170728	1501481401
892397290543079428	20170728	1501481401
892416617908326400	20170728	1501481401
892418304018657281	20170728	1501481401
892421906921656321	20170728	1501481401
892430161307717632	20170728	1501481401
892432887601025024	20170728	1501481401
892433864890699776	20170728	1501481401
892445877360619520	20170728	1501481401
892448129701871616	20170728	1501481401
892473895294554113	20170728	1501481401
892535304124588033	20170728	1501481401
892535559960309760	20170728	1501481401
892535702554128384	20170728	1501481401
892536050719051776	20170728	1501481401
892536906327760896	20170728	1501481401
892539305469644800	20170728	1501481401
892539695548309505	20170728	1501481401
892540882557206528	20170728	1501481401
892542627350024192	20170728	1501481401
892547060758700032	20170728	1501481401
892548998506139648	20170728	1501481401
892555642313072640	20170728	1501481401
892561795319255041	20170728	1501481401
892615700535164928	20170728	1501481401
892632800725147649	20170728	1501481401
892639868110635008	20170728	1501481401
892640916678291456	20170728	1501481401
892642938362245120	20170728	1501481401
892657131886788608	20170728	1501481401
892690736625340416	20170728	1501481401
892690996659728384	20170728	1501481401
892698521240862720	20170728	1501481401
892701029455757312	20170728	1501481401
892704447817814016	20170728	1501481401
892708721805099008	20170728	1501481401
892709120285036544	20170728	1501481401
892713830467477504	20170728	1501481401
892722223282348033	20170728	1501481401
892745350649454597	20170728	1501481401
892749029058150400	20170728	1501481401
892754972399603712	20170728	1501481401
892756897572499456	20170728	1501481401
892757568682065920	20170728	1501481401
892761385494614016	20170728	1501481401
892762077563158528	20170728	1501481401
892763281320005632	20170728	1501481401
892783577552871426	20170728	1501481401
892796584081190912	20170728	1501481401
892823146599825409	20170728	1501481401
892828049749794816	20170728	1501481401
892835641465200640	20170728	1501481401
892837608577015809	20170728	1501481401
892845758122151936	20170728	1501481401
892847985293381632	20170728	1501481401
892848991909662720	20170728	1501481401
892858924034084864	20170728	1501481401
892893464114941952	20170728	1501481401
893312936478945281	20170728	1501481401
893368070579695616	20170728	1501481401
893417932461658112	20170728	1501481401
893421329881288704	20170728	1501481401
893423032730910720	20170728	1501481401
893424857282641920	20170728	1501481401
893443253483261956	20170728	1501481401
893446130763223040	20170728	1501481401
893446776707059713	20170728	1501481401
893447598790524928	20170728	1501481401
893480310146560003	20170728	1501481401
893496437274689536	20170728	1501481401
893528192320905216	20170728	1501481401
893531933656928258	20170728	1501481401
893541505067077632	20170728	1501481401
893547750364786693	20170728	1501481401
893577160828628992	20170728	1501481401
893596349790388226	20170728	1501481401
893608555223195648	20170728	1501481401
893622471919755266	20170728	1501481401
893622954248077312	20170728	1501481401
893622983608107008	20170728	1501481401
893624271263715329	20170728	1501481401
893624397088473089	20170728	1501481401
893625781221343232	20170728	1501481401
893627689638252544	20170728	1501481401
893628415215009792	20170728	1501481401
893631296714416128	20170728	1501481401
893632458540843008	20170728	1501481401
893638263453306881	20170728	1501481401
893638439630848000	20170728	1501481401
893639358191869954	20170728	1501481401
893644936603512832	20170728	1501481401
893647650314100737	20170728	1501481401
893649470625390593	20170728	1501481401
893650796033822720	20170728	1501481401
893651668465627137	20170728	1501481401
893654407317000192	20170728	1501481401
893654981957386242	20170728	1501481401
893656919705038848	20170728	1501481401
893680063895547904	20170728	1501481401
893688737707765760	20170728	1501481401
893690637748498439	20170728	1501481401
893691799570718720	20170728	1501481401
893695918377099264	20170728	1501481401
893707318461943809	20170728	1501481401
893718957684736000	20170728	1501481401
893727165946245120	20170728	1501481401
893732601739055104	20170728	1501481401
893744878458466304	20170728	1501481401
893745918666719232	20170728	1501481401
893751123789709312	20170728	1501481401
893754659579539456	20170728	1501481401
893764172256882689	20170728	1501481401
893769180255666176	20170728	1501481401
893794849421271040	20170728	1501481401
893798364222861312	20170728	1501481401
893811509196763136	20170728	1501481401
893812301916237824	20170728	1501481401
893816533952155648	20170728	1501481401
893816840140582913	20170728	1501481401
893816986957996033	20170728	1501481401
893827585947213827	20170728	1501481401
893832816244342784	20170728	1501481401
893841611704209408	20170728	1501481401
893841678817046528	20170728	1501481401
893846179317858305	20170728	1501481401
893852110042923010	20170728	1501481401
893867154998792192	20170728	1501481401
893879222015361030	20170728	1501481401
893882606814543872	20170728	1501481401
893889053464174592	20170728	1501481401
893902206835068928	20170728	1501481401
893905650337681409	20170728	1501481401
893918157760606208	20170728	1501481401
893941184472780800	20170728	1501481401
